COD_VIA;VIA_SQC;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;FECHA_DE_ALTA;FECHA_DE_BAJA;VIA_ESTADO
00291200;1;CALLE;DE;FELIX PORTONES;FÉLIX PORTONES;01/01/1958;;V
00291300;1;CALLE;DE;FELIX RODRIGUEZ;FÉLIX RODRÍGUEZ;31/12/1985;01/01/1986;H
00291350;1;CALLE;DE;FENELON;FENELÓN;02/12/1953;;V
00291375;1;CALLE;DEL;FENIX;FÉNIX;29/03/1974;;V
00291375;2;CALLE;DE;CAVESTANY;CAVESTANY;28/03/1974;29/03/1974;V
00291500;1;CALLE;DE;FERELUZ;FERELUZ;01/01/1958;;V
00291600;1;CALLE;DE LA;FERIA;FERIA;09/03/1962;;V
00291650;1;CALLE;DE;FERMIN CABALLERO;FERMÍN CABALLERO;27/02/1974;;V
00291650;2;CALLE;;VIA 4;VÍA 4;26/02/1974;27/02/1974;V
00291700;1;CALLE;DE;FERMIN DOMINGUEZ ORTIZ;FERMÍN DOMÍNGUEZ ORTIZ;01/01/1972;;V
00291800;1;CALLE;DE;FERMIN DONAIRE;FERMÍN DONAIRE;01/01/1965;;V
00291900;1;CALLE;DE;FERMIN IZQUIERDO;FERMÍN IZQUIERDO;14/11/1947;;V
00292000;1;CALLE;DE;FERMIN MAYOR;FERMÍN MAYOR;31/08/1981;01/09/1981;H
00292100;1;AVENIDA;DE;FERMINA SEVILLANO;FERMINA SEVILLANO;01/01/1957;;V
00292200;1;CALLE;DE;FERMOSELLE;FERMOSELLE;31/10/1982;01/11/1982;H
00292300;1;CALLE;DE;FERNAN CABALLERO;FERNÁN CABALLERO;01/01/1957;;V
00292400;1;CALLE;DE;FERNAN GOMEZ;FERNÁN GÓMEZ;15/05/1969;12/04/1991;H
00292500;1;CALLE;DE;FERNAN GONZALEZ;FERNÁN GONZÁLEZ;21/07/1880;;V
00292600;1;CALLE;DE;FERNAN NUÑEZ;FERNÁN NÚÑEZ;01/01/1980;;V
00292647;1;CAMINO;DEL;FERROCARRIL;FERROCARRIL;31/12/1985;01/01/1986;H
00292700;1;CALLE;DE;FERNANDEZ BLANCO;FERNÁNDEZ BLANCO;31/12/1985;01/01/1986;H
00292800;1;CALLE;DE;FERNANDEZ CANCELA;FERNÁNDEZ CANCELA;01/01/1949;;V
00292900;1;CALLE;DE;FERNANDEZ CARO;FERNÁNDEZ CARO;17/08/1949;;V
00293000;1;CALLE;DE;FERNANDEZ CID;FERNÁNDEZ CID;01/01/1958;;V
00293100;1;CALLE;DE;FERNANDEZ DE LA HOZ;FERNÁNDEZ DE LA HOZ;29/12/1893;;V
00293100;2;CALLE;DE;CHAMARTIN;CHAMARTÍN;29/08/1859;29/12/1893;V
00293100;3;CALLE;DE;CARTAMA;CÁRTAMA;01/01/1859;29/08/1859;V
00293200;1;PLAZA;DE;FERNANDEZ LADREDA;FERNÁNDEZ LADREDA;29/09/1954;;V
00293300;1;CALLE;DE;FERNANDEZ LLAMAZARES;FERNÁNDEZ LLAMAZARES;01/01/1977;;V
00293400;1;CALLE;DE;FERNANDEZ DE OVIEDO;FERNÁNDEZ DE OVIEDO;02/03/1887;;V
00293400;2;CALLE;DE LAS;HUERTAS;HUERTAS;01/01/1887;02/03/1887;V
00293500;1;CALLE;DE;FERNANDEZ DE LOS RIOS;FERNÁNDEZ DE LOS RÍOS;21/07/1880;;V
00293600;1;CALLE;DE;CARLOS Y GUILLERMO FERNANDEZ SHAW;CARLOS Y GUILLERMO FERNÁNDEZ SHAW;01/01/1986;;V
00293700;1;CALLE;DE;FERNANDEZ SILVESTRE;FERNÁNDEZ SILVESTRE;01/01/1969;;V
00293800;1;CALLE;DE;FERNANDO BAUTISTA;FERNANDO BAUTISTA;31/12/1975;01/01/1976;H
00293900;1;CALLE;DE;FERNANDO CASERO;FERNANDO CASERO;01/01/1986;18/01/1990;H
00294000;1;CALLE;DE;FERNANDO EL CATOLICO;FERNANDO EL CATÓLICO;21/07/1880;;V
00294050;1;CALLE;DE;FERNANDO DELGADO;FERNANDO DELGADO;31/03/1978;;V
00294100;1;CALLE;DE;FERNANDO DIAZ DE MENDOZA;FERNANDO DÍAZ DE MENDOZA;28/12/1933;;V
00294200;1;CALLE;DE;FERNANDO GABRIEL;FERNANDO GABRIEL;24/06/1949;;V
00294250;2;CALLE;DE;FERNANDO GARRIDO;FERNANDO GARRIDO;25/01/1980;;V
00294250;1;CALLE;DEL;DOCTOR ALBIÑANA;DOCTOR ALBIÑANA;28/12/1944;25/01/1980;V
00294250;3;CALLE;;PARTICULAR DE FERNADO EL CATOLICO;PARTICULAR DE FERNANDO EL CATÓLICO;26/04/1940;28/12/1944;V
00294250;4;CALLE;DE;FERNANDO GARRIDO;FERNANDO GARRIDO;24/02/1933;26/04/1940;V
00294250;5;CALLE;;PARTICULAR DE FERNANDO EL CATOLICO;PARTICULAR DE FERNANDO EL CATÓLICO;01/01/1933;24/02/1933;V
00294250;6;CALLE;DE;FERNANDO EL CATOLICO;FERNANDO EL CATÓLICO;06/02/1860;01/01/1933;V
00294300;1;CALLE;DE;FERNANDO GIRALDEZ;FERNANDO GIRÁLDEZ;01/01/1969;;V
00294400;1;CALLE;DE;FERNANDO GOMEZ;FERNANDO GÓMEZ;01/01/1963;01/09/1981;H
00294500;1;CALLE;DE;FERNANDO GONZALEZ;FERNANDO GONZÁLEZ;01/01/1929;;V
00294600;1;CALLE;DE;FERNANDO MIJARES;FERNANDO MIJARES;01/01/1970;;V
00294700;1;CALLE;DE;FERNANDO ORIOL;FERNANDO ORIOL;28/10/1949;;V
00294750;1;CALLE;DE;FERNANDO ORTIZ;FERNANDO ORTIZ;07/05/1984;;V
00294800;1;CALLE;DE;FERNANDO OSSORIO;FERNANDO OSSORIO;02/03/1887;;V
00294800;2;CALLE;DE LA;NIÑA;NIÑA;01/01/1887;02/03/1887;V
00294900;1;CALLE;DE;FERNANDO PASTOR;FERNANDO PASTOR;22/12/1950;;V
00295000;1;CALLE;DE;FERNANDO POO;FERNANDO POO;01/01/1932;;V
00295100;1;CALLE;DE;FERNANDO SALCEDO;FERNANDO SALCEDO;01/01/1970;19/03/2013;H
00295100;2;CALLE;DE;FRANCISCO SALCEDO;FRANCISCO SALCEDO;31/12/1969;01/01/1970;H
00295200;1;CALLE;DE;FERNANDO SANCHEZ VILORIA;FERNANDO SÁNCHEZ VILORIA;27/07/1941;01/01/1986;H
00295300;1;CALLE;DE;FERNANDO EL SANTO;FERNANDO EL SANTO;07/05/1867;;V
00295300;2;CALLE;DE;EL ARIEL;EL ARIEL;01/01/1867;07/05/1867;V
00295400;1;CALLE;DE;FERNANDO VI;FERNANDO VI;13/10/1864;;V
00295500;1;CALLE;DE;FERNANFLOR;FERNANFLOR;25/04/1902;;V
00295500;2;CALLE;DEL;FLORIN;FLORÍN;11/01/1835;25/04/1902;V
00295600;1;CALLE;DE;FERRAZ;FERRAZ;04/10/1865;;V
00295700;1;CALLE;DE;FERREIRA;FERREIRA;18/02/1959;;V
00295800;1;CALLE;DE;FERRER DEL RIO;FERRER DEL RÍO;02/03/1887;;V
00295800;2;CALLE;DE;GONZALO DE LAS CASAS (Y/O) VISITACION;GONZALO DE LAS CASAS (Y/O) VISITACIÓN;01/01/1887;02/03/1887;V
00295900;1;CALLE;DE LA;FERRETERIA;FERRETERÍA;09/03/1962;;V
00296000;1;CALLE;DEL;FERROCARRIL;FERROCARRIL;21/07/1880;;V
00296200;1;TRAVESIA;DEL;FERROCARRIL;FERROCARRIL;31/12/1985;01/01/1986;H
00296210;1;CALLE;DE;FUENCARRAL;FUENCARRAL;31/12/1985;01/01/1986;H
00296250;1;AVENIDA;DE;EL FERROL;EL FERROL;25/02/1983;;V
00296250;2;AVENIDA;DE;EL FERROL DEL CAUDILLO;EL FERROL DEL CAUDILLO;28/11/1968;25/02/1983;V
00296300;1;CALLE;DE LOS;FERROVIARIOS;FERROVIARIOS;16/07/1949;;V
00296400;1;PASEO;DE LOS;FERROVIARIOS;FERROVIARIOS;01/01/1968;;V
00296500;1;CALLE;;FERTIL;FÉRTIL;31/12/1985;01/01/1986;H
00296600;1;CALLE;DE LA;FIDELIDAD;FIDELIDAD;31/12/1985;01/01/1986;H
00296700;1;CALLE;DE;FIDIAS;FIDIAS;01/01/1932;;V
00296700;2;CALLE;DE;LUCHE;LUCHE;01/01/1931;01/01/1932;V
00296800;1;CALLE;DE;FIGUERAS;FIGUERAS;05/08/1960;;V
00296900;1;CALLE;DE;FILADELFIA;FILADELFIA;28/09/1963;;V
00297000;1;CALLE;DE;FILIPINAS;FILIPINAS;01/01/1949;;V
00297025;1;AVENIDA;DE;FILIPINAS;FILIPINAS;30/06/1970;;V
00297025;2;AVENIDA;DE LAS;ISLAS FILIPINAS;ISLAS FILIPINAS;20/02/1948;30/06/1970;V
00297025;3;CALLE;;DIAGONAL;DIAGONAL;01/01/1932;20/02/1948;V
00297050;1;CALLE;DE;FILLOT;FILLOT;30/04/1981;01/01/1999;H
00297100;1;CALLE;DE;FILOMENA GOMEZ;FILOMENA GÓMEZ;01/01/1958;12/04/1991;H
00297100;2;CALLE;DE;JUAN PUECHO;JUAN PUECHO;31/12/1957;01/01/1958;H
00297200;1;TRAVESIA;DE;FILOMENA GOMEZ;FILOMENA GÓMEZ;28/01/1975;12/04/1991;H
00297205;1;CALLE;DE LA;FINCA ALGARRADA GRANDE;FINCA ALGARRADA GRANDE;31/12/1985;01/01/1986;H
00297215;1;CALLE;DE LA;FINCA EL DESAGUADERO;FINCA EL DESAGUADERO;31/12/1985;01/01/1986;H
00297217;1;CALLE;DE LA;FINCA DEL FRESNO;FINCA DEL FRESNO;31/12/1985;01/01/1986;H
00297220;1;CALLE;DE LA;FINCA DEL HOGAR;FINCA DEL HOGAR;31/12/1985;01/01/1986;H
00297225;1;CALLE;DE LA;FINCA HUERTA DEL REY;FINCA HUERTA DEL REY;31/12/1985;01/01/1986;H
00297230;1;CALLE;DE LA;FINCA PRESILLA;FINCA PRESILLA;31/12/1985;01/01/1986;H
00297235;1;CALLE;DE LA;FINCA REGAJAL;FINCA REGAJAL;31/12/1985;01/01/1986;H
00297250;1;CALLE;DE;FINISTERRE;FINISTERRE;28/11/1968;;V
00297275;1;CALLE;DE;FISA;FISA;31/12/1985;01/01/1986;H
00297300;1;CALLE;DE;FITERO;FITERO;14/11/1956;;V
00297300;2;CALLE;;C;C;13/11/1956;14/11/1956;V
00297400;1;CALLE;DE;FIVE;FIVÉ;01/01/1949;;V
00297500;1;CALLE;DEL;FLAMISELL;FLAMISELL;01/01/1972;;V
00297600;1;CALLE;DE LA;FLECHA;FLECHA;10/02/1945;;V
00297700;1;CALLE;DE LA;FLOR ALTA;FLOR ALTA;26/04/1940;;V
00297700;2;CALLE;DE;FEDERICO BALART;FEDERICO BALART;04/08/1933;26/04/1940;V
00297700;3;CALLE;DE LA;FLOR ALTA;FLOR ALTA;11/01/1835;04/08/1933;V
00297800;1;CALLE;DE LA;FLOR BAJA;FLOR BAJA;11/01/1835;;V
00297900;1;CALLE;DE LA;FLOR DE LIS;FLOR DE LIS;18/02/1953;;V
00298000;1;CALLE;DE LA;FLORA;FLORA;11/01/1835;;V
00298050;1;CALLE;DE;FLORENCIO DIAZ;FLORENCIO DÍAZ;01/01/1935;;V
00298100;1;CALLE;DE;FLORENCIO GARCIA;FLORENCIO GARCÍA;17/08/1949;;V
00298200;1;CALLE;DE;FLORENCIO LLORENTE;FLORENCIO LLORENTE;17/08/1949;;V
00298300;1;CALLE;DE;FLORENCIO RODRIGUEZ;FLORENCIO RODRÍGUEZ;01/01/1963;;V
00298400;1;CALLE;DE;FLORENCIO SANZ;FLORENCIO SANZ;01/01/1949;;V
00298500;1;CALLE;DE;FLORENTINO GASCON;FLORENTINO GASCÓN;01/01/1986;;V
00298600;1;CALLE;DE LAS;FLORES;FLORES;01/01/1986;03/09/1992;H
00298690;1;CALLE;DE;FLORES MENENDEZ;FLORES MENÉNDEZ;01/01/1986;15/05/1991;H
00298700;1;CALLE;DE;FLORES MORENO;FLORES MORENO;21/09/1983;22/09/1983;H
00298800;1;CALLE;DE;FLORESTAN AGUILAR;FLORESTAN AGUILAR;20/02/1948;;V
00298800;2;CALLE;;A;A;01/01/1948;20/02/1948;V
00298900;1;PASEO;DE LA;FLORIDA;FLORIDA;01/01/1931;;V
00299000;1;TRAVESIA;DE LA;FLORIDA;FLORIDA;11/01/1835;;V
00299000;2;CALLE;DE LA;FLOR;FLOR;01/01/1835;11/01/1835;V
00299100;1;CALLE;DE;FLORIDABLANCA;FLORIDABLANCA;31/03/1848;15/05/1991;H
00299200;1;CALLE;DE;FOMENTO;FOMENTO;11/01/1835;;V
00299200;2;CALLE;DE LA;PUEBLA;PUEBLA;01/01/1835;11/01/1835;V
00299275;1;PLAZA;DE;FONSAGRADA;FONSAGRADA;28/11/1968;;V
00299300;1;CALLE;DE LA;FONTANERIA;FONTANERÍA;01/01/1953;;V
00299450;1;CALLE;DE;FONTIVEROS;FONTIVEROS;28/11/1968;;V
00299500;1;CALLE;DE;FORESTI;FORESTI;31/12/1985;01/01/1986;H
00299550;1;CALLE;DE;FORGES;FORGES;01/01/1969;;V
00299575;1;CALLE;DE LAS;FORJAS;FORJAS;01/01/1971;;V
00299600;1;CALLE;DE;FORMENT;FORMENT;25/03/1955;;V
00299700;1;CALLE;DE;FORNILLOS;FORNILLOS;14/11/1956;;V
00299800;1;CALLE;DE LA;FORNITURA;FORNITURA;09/03/1962;;V
00299850;1;CALLE;DE;FORONDA;FORONDA;27/02/1974;;V
00299900;1;CALLE;DE LA;FORTALEZA;FORTALEZA;07/08/1964;;V
00300000;1;CALLE;DEL;FORTIN;FORTÍN;07/08/1964;;V
00300102;1;CALLE;DE LA;FORTUNA;FORTUNA;01/01/1922;;V
00300125;1;CAMINO;DE LA;FORTUNA;FORTUNA;01/01/1982;;V
00300150;1;CARRETERA;DEL;BARRIO DE LA FORTUNA;BARRIO DE LA FORTUNA;31/12/1985;01/01/1986;H
00300300;1;CALLE;DE;FORTUNY;FORTUNY;30/12/1874;;V
00300300;2;CALLE;DEL;CISNE AL OBELISCO;CISNE AL OBELISCO;01/01/1874;30/12/1874;V
00300400;1;CALLE;DEL;FOSFORO;FÓSFORO;14/07/1950;;V
00300500;1;CALLE;DEL;FOSIL;FÓSIL;29/09/1954;;V
00300600;1;CALLE;DE LA;FOTOGRAFIA;FOTOGRAFÍA;09/03/1962;;V
00300700;1;CALLE;DE;FRAGA;FRAGA;14/07/1950;;V
00300800;1;CALLE;DE LA;FRAGATA;FRAGATA;14/07/1950;;V
00300900;1;CALLE;DE;ALFONSO VIII;ALFONSO VIII;29/03/1985;;V
00300900;2;CALLE;DE LA;FRAGUA;FRAGUA;01/01/1949;29/03/1985;V
00301100;1;CALLE;DE LAS;FRAGUAS;FRAGUAS;01/01/1980;;V
00301200;1;CALLE;DE LA;FRAMBUESA;FRAMBUESA;14/07/1950;;V
00301300;1;CARRETERA;DE;FRANCIA;FRANCIA;10/11/1950;01/01/1986;H
00301400;1;CALLE;DE;FRANCISCA ALONSO;FRANCISCA ALONSO;01/01/1977;26/10/1989;H
00301500;1;CALLE;DE;FRANCISCA ARMADA;FRANCISCA ARMADA;29/04/1948;;V
00301600;1;CALLE;DE;FRANCISCA CALONGE;FRANCISCA CALONGE;01/01/1966;;V
00301700;1;CALLE;DE;FRANCISCA CONDE;FRANCISCA CONDE;04/06/1948;;V
00301800;1;CALLE;DE;FRANCISCA MORENO;FRANCISCA MORENO;02/03/1887;;V
00301800;2;CALLE;;PARTICULAR;PARTICULAR;01/01/1885;02/03/1887;V
00301900;1;PLAZA;DE;FRANCISCA PACHECO;FRANCISCA PACHECO;01/01/1959;;V
00302100;1;PLAZA;DE LOS;FRANCISCANOS;FRANCISCANOS;25/02/1966;;V
00302100;2;PLAZA;DE;SERAFIN DE ASIS;SERAFÍN DE ASÍS;18/02/1959;25/02/1966;V
00302200;1;CALLE;DE;FRANCISCO;FRANCISCO;31/12/1985;01/01/1986;H
00302300;1;CALLE;DE;FRANCISCO ABRIL;FRANCISCO ABRIL;01/01/1932;;V
00302400;1;CALLE;DE;FRANCISCO AGÜI;FRANCISCO AGÜÍ;01/01/1969;01/01/1991;H
00302500;1;CALLE;DE;FRANCISCO ALCANTARA;FRANCISCO ALCÁNTARA;16/06/1933;;V
00302600;1;CALLE;DE;FRANCISCO ALMAGRO;FRANCISCO ALMAGRO;31/12/1985;01/01/1986;H
00302700;1;CALLE;DE;FRANCISCO ALTIMIRAS;FRANCISCO ALTIMIRAS;03/11/1923;;V
00302800;1;CALLE;DE;FRANCISCO ANDRES;FRANCISCO ANDRÉS;01/01/1986;;V
00302900;1;CALLE;DE;FRANCISCO DE ASIS MENDEZ CASARIEGO;FRANCISCO DE ASÍS MÉNDEZ CASARIEGO;23/11/1953;;V
00303000;2;CALLE;DE;FRANCISCO BALSEIRO;FRANCISCO BALSEIRO;01/01/1931;;V
00303000;1;PASAJE;DE;BALSEIRO;BALSEIRO;31/12/1930;01/01/1931;V
00303100;1;CALLE;DE;FRANCISCO DEL BARCO;FRANCISCO DEL BARCO;01/01/1986;12/04/1991;H
00303200;1;CALLE;DE;FRANCISCO BODEGA;FRANCISCO BODEGA;22/07/1949;12/04/1991;H
00303300;1;CALLE;DE;FRANCISCO BRIZUELA;FRANCISCO BRIZUELA;18/11/1953;;V
00303400;1;CALLE;DE;FRANCISCO BUSTILLOS;FRANCISCO BUSTILLOS;01/01/1972;23/11/1989;H
00303500;1;CALLE;DE;FRANCISCO CABO;FRANCISCO CABO;01/01/1949;;V
00303600;1;CALLE;DE;FRANCISCO CAMPOS;FRANCISCO CAMPOS;01/01/1949;;V
00303700;1;CALLE;DE;FRANCISCO DE DIEGO;FRANCISCO DE DIEGO;26/03/1924;;V
00303800;1;CALLE;DE;FRANCISCO DIEZ;FRANCISCO DÍEZ;31/12/1985;01/01/1986;H
00303900;1;CALLE;DE;FRANCISCO FATOU;FRANCISCO FATOU;01/01/1958;;V
00304000;1;CALLE;DE;FRANCISCO DE LA FUENTE;FRANCISCO DE LA FUENTE;01/01/1983;;V
00304100;1;CALLE;DE;FRANCISCO GARCIA;FRANCISCO GARCÍA;01/01/1939;;V
00304200;1;CALLE;DE;FRANCISCO GARCIA DE PONGA;FRANCISCO GARCÍA DE PONGA;14/11/1947;01/01/1976;H
00304300;1;CALLE;DE;FRANCISCO GERVAS;FRANCISCO GERVÁS;26/12/1966;;V
00304400;1;CALLE;DE;FRANCISCO GIRON;FRANCISCO GIRÓN;31/12/1985;01/01/1986;H
00304500;1;CALLE;DE;FRANCISCO GOYA;FRANCISCO GOYA;01/01/1949;;V
00304600;1;CALLE;DE;FRANCISCO GUTIERREZ;FRANCISCO GUTIÉRREZ;01/01/1986;;V
00304700;1;CALLE;DE;FRANCISCO GUZMAN;FRANCISCO GUZMÁN;09/01/1948;;V
00304800;1;CALLE;DE;FRANCISCO HUESCA;FRANCISCO HUESCA;01/01/1975;;V
00304900;1;CALLE;DE;FRANCISCO DE ICAZA;FRANCISCO DE ICAZA;29/01/1963;;V
00304900;2;CAMINO;DEL;OPAÑEL;OPAÑEL;01/01/1963;29/01/1963;V
00305000;1;CALLE;DE;FRANCISCO IGLESIAS;FRANCISCO IGLESIAS;01/01/1958;;V
00305100;1;CALLE;DE;FRANCISCO Y JACINTO ALCANTARA;FRANCISCO Y JACINTO ALCÁNTARA;28/06/1967;;V
00305200;1;CALLE;DE;FRANCISCO JOSE ARROYO;FRANCISCO JOSÉ ARROYO;01/01/1973;;V
00305300;1;CALLE;DE;FRANCISCO LAGUNA;FRANCISCO LAGUNA;01/01/1969;;V
00305350;1;CALLE;DE;FRANCISCO LARGO CABALLERO;FRANCISCO LARGO CABALLERO;31/05/1985;;V
00305400;1;CALLE;DE;FRANCISCO LASTRES;FRANCISCO LASTRES;14/12/1928;;V
00305400;2;CALLE;;LONGITUDINAL A; LONGITUDINAL A;07/08/1928;14/12/1928;V
00305400;3;CALLE;DE;FRANCISCO LASTRES;FRANCISCO LASTRES;06/02/1920;07/08/1928;V
00305500;1;CALLE;DE;FRANCISCO LEZCANO;FRANCISCO LEZCANO;01/01/1969;;V
00305600;1;CALLE;DE;FRANCISCO LIZCANO;FRANCISCO LIZCANO;01/01/1980;;V
00305700;2;CALLE;DE LA;GLOXINIA;GLOXINIA;26/04/1985;;V
00305700;1;CALLE;DE;FRANCISCO LOPEZ;FRANCISCO LÓPEZ;20/02/1951;26/04/1985;V
00305800;1;CALLE;DE;FRANCISCO LOPEZ;FRANCISCO LÓPEZ;01/01/1958;;V
00305900;1;CALLE;DE;FRANCISCO LOZANO;FRANCISCO LOZANO;05/02/1932;;V
00306000;1;CALLE;DE;FRANCISCO LUJAN;FRANCISCO LUJÁN;25/03/1955;;V
00306050;1;CALLE;DE;FRANCISCO LLORENS;FRANCISCO LLORENS;31/12/1985;01/01/1986;H
00306100;1;CALLE;DE;FRANCISCO LLORENTE;FRANCISCO LLORENTE;31/12/1985;01/01/1986;H
00306200;1;CALLE;DE;FRANCISCO MADARIAGA;FRANCISCO MADARIAGA;01/01/1971;;V
00306300;1;CALLE;DE;FRANCISCO MARTINEZ MECA;FRANCISCO MARTÍNEZ MECA;01/01/1968;01/01/2009;H
00306400;1;CALLE;DE;FRANCISCO MEDRANO;FRANCISCO MEDRANO;26/03/1924;;V
00306500;1;CALLE;DE;FRANCISCO MEJIA;FRANCISCO MEJÍA;02/03/1887;01/01/1960;H
00306500;2;PASAJE;DE;SANTA ANA;SANTA ANA;01/01/1887;02/03/1887;H
00306600;1;CALLE;DE;FRANCISCO DE MIGUEL;FRANCISCO DE MIGUEL;01/01/1958;12/04/1991;H
00306700;1;CALLE;DE;FRANCISCO MILLAS;FRANCISCO MILLAS;01/01/1978;01/09/2010;H
00306800;1;CALLE;DE;FRANCISCO MONTERRUBIO;FRANCISCO MONTERRUBIO;31/12/1984;01/01/1985;H
00306900;1;PLAZA;DE;FRANCISCO MORANO;FRANCISCO MORANO;13/02/1963;;V
00306900;2;PLAZA;DE;RAMON Y CAJAL;RAMÓN Y CAJAL;01/09/1932;13/02/1963;V
00307000;1;CALLE;DE;FRANCISCO MUNICIO;FRANCISCO MUNICIO;31/12/1985;01/01/1986;H
00307100;1;CALLE;DE;FRANCISCO NAVACERRADA;FRANCISCO NAVACERRADA;01/01/1918;;V
00307200;1;CALLE;DE;FRANCISCO NAVARRO LEDESMA;FRANCISCO NAVARRO LEDESMA;08/05/1918;02/01/1995;H
00307300;1;CALLE;DE;FRANCISCO DEL OLMO;FRANCISCO DEL OLMO;13/03/1962;12/04/1991;H
00307400;1;CALLE;DE;FRANCISCO ORDOÑEZ;FRANCISCO ORDÓÑEZ;02/07/1954;;V
00307500;1;CALLE;DE;FRANCISCO ORTEGO;FRANCISCO ORTEGO;25/03/1924;26/03/1924;H
00307600;1;CALLE;DE;FRANCISCO PAINO;FRANCISCO PAÍNO;01/01/1954;;V
00307700;1;CALLE;DE;FRANCISCO PALOMO;FRANCISCO PALOMO;01/01/1956;;V
00307800;1;CALLE;DE;FRANCISCO DEL PINO;FRANCISCO DEL PINO;02/07/1954;;V
00307900;1;CALLE;DE;FRANCISCO PIQUER;FRANCISCO PIQUER;01/01/1916;;V
00307900;2;CALLE;DE;DON FRANCISCO PIQUER;DON FRANCISCO PIQUER;28/04/1871;01/01/1916;V
00308000;1;CALLE;DE;FRANCISCO DEL POZO;FRANCISCO DEL POZO;01/01/1969;;V
00308100;1;CALLE;DE;FRANCISCO PUERTAS;FRANCISCO PUERTAS;01/01/1986;;V
00308200;1;CALLE;DE;FRANCISCO REINOSO;FRANCISCO REINOSO;01/01/1958;01/01/1986;H
00308300;1;CALLE;DE;FRANCISCO REMIRO;FRANCISCO REMIRO;01/01/1949;;V
00308400;1;CALLE;DE;FRANCISCO REQUENA;FRANCISCO REQUENA;01/01/1929;;V
00308500;1;CALLE;DE;FRANCISCO RICCI;FRANCISCO RICCI;02/03/1887;;V
00308500;2;CALLE;DE;SAN FAUSTO;SAN FAUSTO;01/01/1885;02/03/1887;V
00308600;1;CALLE;DE;FRANCISCO RIOJA;FRANCISCO RIOJA;30/11/1953;;V
00308700;1;CALLE;DE;FRANCISCO RODRIGUEZ;FRANCISCO RODRÍGUEZ;01/01/1969;;V
00308800;1;CALLE;DE;FRANCISCO DE ROJAS;FRANCISCO DE ROJAS;21/07/1880;;V
00308900;2;CALLE;DE LAS;MADRES DE LA PLAZA DE MAYO;MADRES DE LA PLAZA DE MAYO;06/04/1984;;V
00308900;1;CALLE;DE;FRANCISCO ROMERO;FRANCISCO ROMERO;10/11/1950;06/04/1984;V
00308901;1;CALLE;DE LAS;MARISMAS;MARISMAS;30/04/1987;;V
00309000;1;CALLE;DE;FRANCISCO ROMERO;FRANCISCO ROMERO;09/01/1948;;V
00309100;1;CALLE;DE;FRANCISCO RONQUILLO;FRANCISCO RONQUILLO;18/11/1953;;V
00309200;1;PLAZA;DE;FRANCISCO RUANO;FRANCISCO RUANO;05/08/1932;;V
00309300;1;CALLE;DE;FRANCISCO RUIZ;FRANCISCO RUIZ;01/01/1969;;V
00309400;1;CALLE;DE;FRANCISCO SALAS;FRANCISCO SALAS;02/03/1887;;V
00309400;2;CALLE;DE;SAN ESTEBAN;SAN ESTEBAN;01/01/1887;02/03/1887;V
00309600;1;CALLE;DE;FRANCISCO SAMPOL;FRANCISCO SAMPOL;31/12/1985;01/01/1986;H
00309650;1;CALLE;DE;FRANCISCO SANCHA;FRANCISCO SANCHA;28/12/1973;;V
00309700;1;CALLE;DE;FRANCISCO SANCHEZ;FRANCISCO SÁNCHEZ;01/01/1969;27/01/2004;H
00309800;1;CALLE;DE;FRANCISCO SANFIZ;FRANCISCO SANFIZ;01/01/1973;;V
00309900;1;CALLE;DE;FRANCISCO SANTOS;FRANCISCO SANTOS;02/03/1887;;V
00309900;2;CALLE;DE;ABENOZA;ABENOZA;01/01/1887;02/03/1887;V
00310000;1;CALLE;DE;FRANCISCO SEGOVIA;FRANCISCO SEGOVIA;01/01/1968;26/05/1994;H
00310100;1;CALLE;DE;FRANCISCO SERRANO;FRANCISCO SERRANO;31/12/1981;01/01/1982;H
00310200;1;CALLE;DE;FRANCISCO SILVELA;FRANCISCO SILVELA;01/10/1905;;V
00310200;2;PASEO;DE;RONDA;RONDA;01/01/1905;01/10/1905;V
00310300;1;CALLE;DE;FRANCISCO SUAREZ;FRANCISCO SUÁREZ;09/08/1948;;V
00310400;1;CALLE;DE;FRANCISCO DE TEJADA;FRANCISCO DE TEJADA;18/11/1953;;V
00310500;1;CALLE;DE;FRANCISCO VILLAESPESA;FRANCISCO VILLAESPESA;30/11/1953;;V
00310600;1;CALLE;DE;FRANCISCO VITORIA;FRANCISCO VITORIA;26/04/1932;;V
00310700;1;CALLE;DE;FRANCISCO VIVANCOS;FRANCISCO VIVANCOS;01/01/1949;;V
00310700;2;CALLE;DE LAS;ROSITAS;ROSITAS;31/12/1948;01/01/1949;V
00310800;2;CALLE;DE;FRANCISCO ZEA;FRANCISCO ZEA;02/03/1887;;V
00310800;1;CALLE;DE;GARRIDO (Y/O) DOÑA MILAGROS;GARRIDO (Y/O) DOÑA MILAGROS;01/01/1887;02/03/1887;V
00310900;1;CALLE;DE;FRANCO;FRANCO;04/06/1937;;V
00311000;1;CALLE;DEL;FRANCOLIN;FRANCOLÍN;14/07/1950;;V
00311100;1;CALLE;DE;FRANCOS RODRIGUEZ;FRANCOS RODRÍGUEZ;26/04/1940;;V
00311100;2;CALLE;DEL;QUINTO REGIMIENTO;QUINTO REGIMIENTO;05/02/1937;26/04/1940;V
